time/us,fir,iir,iirMSB,iirLSB
0.000000e+00,0,0,0,0
1.000000e+00,0,512,1,0
2.000000e+00,0,1020,1,0
3.000000e+00,0,1525,2,1
4.000000e+00,0,2026,3,0
5.000000e+00,0,2523,4,1
6.000000e+00,0,3016,5,0
7.000000e+00,0,3505,6,1
8.000000e+00,0,3990,7,0
9.000000e+00,0,4471,8,1
1.000000e+01,0,4949,9,1
1.100000e+01,0,5423,10,1
1.200000e+01,0,5893,11,1
1.300000e+01,0,6359,12,1
1.400000e+01,0,6822,13,0
1.500000e+01,0,7281,14,1
1.600000e+01,0,7737,15,1
1.700000e+01,0,8189,15,1
1.800000e+01,0,8638,16,0
1.900000e+01,0,9083,17,1
2.000000e+01,0,9525,18,1
2.100000e+01,0,9963,19,1
2.200000e+01,0,10398,20,0
2.300000e+01,0,10829,21,1
2.400000e+01,0,11257,21,1
2.500000e+01,0,11682,22,0
2.600000e+01,0,12103,23,1
2.700000e+01,0,12521,24,1
2.800000e+01,0,12936,25,0
2.900000e+01,0,13347,26,1
3.000000e+01,0,13755,26,1
3.100000e+01,0,14160,27,0
3.200000e+01,0,14562,28,0
3.300000e+01,0,14961,29,1
3.400000e+01,0,15357,29,1
3.500000e+01,0,15750,30,0
3.600000e+01,0,16139,31,1
3.700000e+01,0,16525,32,1
3.800000e+01,0,16908,33,0
3.900000e+01,0,17288,33,0
4.000000e+01,0,17665,34,1
4.100000e+01,0,18039,35,1
4.200000e+01,0,18411,35,1
4.300000e+01,0,18780,36,0
4.400000e+01,0,19146,37,0
4.500000e+01,0,19509,38,1
4.600000e+01,0,19869,38,1
4.700000e+01,0,20226,39,0
4.800000e+01,0,20580,40,0
4.900000e+01,0,20932,40,0
5.000000e+01,0,21281,41,1
5.100000e+01,0,21627,42,1
5.200000e+01,0,21971,42,1
5.300000e+01,0,22312,43,0
5.400000e+01,0,22650,44,0
5.500000e+01,0,22986,44,0
5.600000e+01,0,23319,45,1
5.700000e+01,0,23649,46,1
5.800000e+01,0,23977,46,1
5.900000e+01,0,24302,47,0
6.000000e+01,0,24625,48,1
6.100000e+01,0,24945,48,1
6.200000e+01,0,25263,49,1
6.300000e+01,0,25578,49,0
6.400000e+01,0,25891,50,1
6.500000e+01,0,26201,51,1
6.600000e+01,0,26509,51,1
6.700000e+01,0,26814,52,0
6.800000e+01,0,27117,52,1
6.900000e+01,0,27418,53,0
7.000000e+01,0,27716,54,0
7.100000e+01,0,28012,54,0
7.200000e+01,0,28306,55,0
7.300000e+01,0,28597,55,1
7.400000e+01,0,28886,56,0
7.500000e+01,0,29173,56,1
7.600000e+01,0,29458,57,0
7.700000e+01,0,29740,58,0
7.800000e+01,0,30020,58,0
7.900000e+01,0,30298,59,0
8.000000e+01,0,30574,59,0
8.100000e+01,0,30848,60,0
8.200000e+01,0,31119,60,1
8.300000e+01,0,31388,61,0
8.400000e+01,0,31655,61,1
8.500000e+01,0,31920,62,0
8.600000e+01,0,32183,62,1
8.700000e+01,0,32444,63,0
8.800000e+01,0,32703,63,1
8.900000e+01,0,32960,64,0
9.000000e+01,0,33215,64,1
9.100000e+01,0,33468,65,0
9.200000e+01,0,33719,65,1
9.300000e+01,0,33968,66,0
9.400000e+01,0,34215,66,1
9.500000e+01,0,34460,67,0
9.600000e+01,0,34703,67,1
9.700000e+01,0,34944,68,0
9.800000e+01,0,35183,68,1
9.900000e+01,0,35421,69,1
1.000000e+02,0,35657,69,1
1.010000e+02,0,35891,70,1
1.020000e+02,0,36123,70,1
1.030000e+02,0,36353,71,1
1.040000e+02,0,36581,71,1
1.050000e+02,0,36808,71,0
1.060000e+02,0,37033,72,1
1.070000e+02,0,37256,72,0
1.080000e+02,0,37477,73,1
1.090000e+02,0,37697,73,1
1.100000e+02,0,37915,74,1
1.110000e+02,0,38131,74,1
1.120000e+02,0,38346,74,0
1.130000e+02,0,38559,75,1
1.140000e+02,0,38770,75,0
1.150000e+02,0,38980,76,0
1.160000e+02,0,39188,76,0
1.170000e+02,0,39394,76,0
1.180000e+02,0,39599,77,1
1.190000e+02,0,39802,77,0
1.200000e+02,0,40004,78,0
1.210000e+02,0,40204,78,0
1.220000e+02,0,40402,78,0
1.230000e+02,0,40599,79,1
1.240000e+02,0,40794,79,0
1.250000e+02,0,40988,80,0
1.260000e+02,0,41180,80,0
1.270000e+02,0,41371,80,1
1.280000e+02,0,41560,81,0
1.290000e+02,0,41748,81,0
1.300000e+02,0,41934,81,0
1.310000e+02,0,42119,82,1
1.320000e+02,0,42302,82,0
1.330000e+02,0,42484,82,0
1.340000e+02,0,42665,83,1
1.350000e+02,0,42844,83,0
1.360000e+02,0,43022,84,0
1.370000e+02,0,43198,84,0
1.380000e+02,0,43373,84,1
1.390000e+02,0,43547,85,1
1.400000e+02,0,43719,85,1
1.410000e+02,0,43890,85,0
1.420000e+02,0,44060,86,0
1.430000e+02,0,44228,86,0
1.440000e+02,0,44395,86,1
1.450000e+02,0,44049,86,1
1.460000e+02,1,44217,86,1
1.470000e+02,1,44384,86,0
1.480000e+02,1,44550,87,0
1.490000e+02,1,44714,87,0
1.500000e+02,1,44877,87,1
1.510000e+02,1,45039,87,1
1.520000e+02,1,44688,87,0
1.530000e+02,2,44851,87,1
1.540000e+02,2,45013,87,1
1.550000e+02,2,45174,88,0
1.560000e+02,2,45334,88,0
1.570000e+02,2,45492,88,0
1.580000e+02,2,45649,89,1
1.590000e+02,2,45293,88,1
1.600000e+02,3,45452,88,0
1.610000e+02,3,45609,89,1
1.620000e+02,3,45765,89,1
1.630000e+02,3,45920,89,0
1.640000e+02,3,46074,89,0
1.650000e+02,3,46227,90,1
1.660000e+02,3,45866,89,0
1.670000e+02,4,46020,89,0
1.680000e+02,4,46173,90,1
1.690000e+02,4,46325,90,1
1.700000e+02,4,46476,90,0
1.710000e+02,4,46625,91,1
1.720000e+02,4,46773,91,1
1.730000e+02,4,46408,90,0
1.740000e+02,5,46558,90,0
1.750000e+02,5,46707,91,1
1.760000e+02,5,46855,91,1
1.770000e+02,5,47001,91,1
1.780000e+02,5,47146,92,0
1.790000e+02,5,47290,92,0
1.800000e+02,5,46921,91,1
1.810000e+02,6,47067,91,1
1.820000e+02,6,47212,92,0
1.830000e+02,6,47356,92,0
1.840000e+02,6,47499,92,1
1.850000e+02,6,47640,93,0
1.860000e+02,6,47780,93,0
1.870000e+02,6,47407,92,1
1.880000e+02,7,47549,92,1
1.890000e+02,7,47690,93,0
1.900000e+02,7,47830,93,0
1.910000e+02,7,47969,93,1
1.920000e+02,7,48107,93,1
1.930000e+02,7,47732,93,0
1.940000e+02,8,47872,93,0
1.950000e+02,8,48010,93,0
1.960000e+02,8,48147,94,1
1.970000e+02,8,48283,94,1
1.980000e+02,8,48418,94,0
1.990000e+02,8,48552,94,0
2.000000e+02,8,48173,94,1
2.010000e+02,9,48309,94,1
2.020000e+02,9,48444,94,0
2.030000e+02,9,48578,94,0
2.040000e+02,9,48711,95,1
2.050000e+02,9,48843,95,1
2.060000e+02,9,48462,94,0
2.070000e+02,10,48596,94,0
2.080000e+02,10,48729,95,1
2.090000e+02,10,48861,95,1
2.100000e+02,10,48992,95,0
2.110000e+02,10,49122,95,0
2.120000e+02,10,48739,95,1
2.130000e+02,11,48871,95,1
2.140000e+02,11,49002,95,0
2.150000e+02,11,49132,95,0
2.160000e+02,11,49261,96,1
2.170000e+02,11,49389,96,1
2.180000e+02,11,49004,95,0
2.190000e+02,12,49134,95,0
2.200000e+02,12,49263,96,1
2.210000e+02,12,49391,96,1
2.220000e+02,12,49518,96,0
2.230000e+02,12,49644,96,0
2.240000e+02,12,49257,96,1
2.250000e+02,13,49385,96,1
2.260000e+02,13,49512,96,0
2.270000e+02,13,49638,96,0
2.280000e+02,13,49763,97,1
2.290000e+02,13,49375,96,1
2.300000e+02,14,49502,96,0
2.310000e+02,14,49628,96,0
2.320000e+02,14,49753,97,1
2.330000e+02,14,49877,97,1
2.340000e+02,14,50000,97,0
2.350000e+02,14,49610,96,0
2.360000e+02,15,49735,97,1
2.370000e+02,15,49859,97,1
2.380000e+02,15,49982,97,0
2.390000e+02,15,50104,97,0
2.400000e+02,15,50225,98,1
2.410000e+02,15,49833,97,1
2.420000e+02,16,49956,97,0
2.430000e+02,16,50078,97,0
2.440000e+02,16,50199,98,1
2.450000e+02,16,50319,98,1
2.460000e+02,16,49926,97,0
2.470000e+02,17,50048,97,0
2.480000e+02,17,50169,97,1
2.490000e+02,17,50290,98,0
2.500000e+02,17,50410,98,0
2.510000e+02,17,50017,97,1
2.520000e+02,18,50139,97,1
2.530000e+02,18,50260,98,0
2.540000e+02,18,50380,98,0
2.550000e+02,18,50499,98,1
2.560000e+02,18,50105,97,1
2.570000e+02,19,50226,98,0
2.580000e+02,19,50346,98,0
2.590000e+02,19,50465,98,1
2.600000e+02,19,50583,98,1
2.610000e+02,19,50700,99,0
2.620000e+02,19,50304,98,0
2.630000e+02,20,50423,98,1
2.640000e+02,20,50542,98,0
2.650000e+02,20,50660,98,0
2.660000e+02,20,50777,99,1
2.670000e+02,20,50381,98,1
2.680000e+02,21,50500,98,0
2.690000e+02,21,50618,98,0
2.700000e+02,21,50735,99,1
2.710000e+02,21,50339,98,1
2.720000e+02,22,50458,98,0
2.730000e+02,22,50576,98,0
2.740000e+02,22,50693,99,1
2.750000e+02,22,50809,99,1
2.760000e+02,22,50413,98,1
2.770000e+02,23,50532,98,0
2.780000e+02,23,50650,98,0
2.790000e+02,23,50767,99,1
2.800000e+02,23,50883,99,1
2.810000e+02,23,50486,98,0
2.820000e+02,24,50604,98,0
2.830000e+02,24,50721,99,1
2.840000e+02,24,50837,99,1
2.850000e+02,24,50952,99,0
2.860000e+02,24,50554,98,0
2.870000e+02,25,50672,98,0
2.880000e+02,25,50789,99,1
2.890000e+02,25,50905,99,1
2.900000e+02,25,50508,98,0
2.910000e+02,26,50626,98,0
2.920000e+02,26,50743,99,1
2.930000e+02,26,50859,99,1
2.940000e+02,26,50974,99,0
2.950000e+02,26,50576,98,0
2.960000e+02,27,50693,99,1
2.970000e+02,27,50809,99,1
2.980000e+02,27,50925,99,1
2.990000e+02,27,50528,98,0
3.000000e+02,28,50646,98,0
3.010000e+02,28,50763,99,1
3.020000e+02,28,50879,99,1
3.030000e+02,28,50994,99,0
3.040000e+02,28,50596,98,0
3.050000e+02,29,50713,99,1
3.060000e+02,29,50829,99,1
3.070000e+02,29,50944,99,0
3.080000e+02,29,50546,98,0
3.090000e+02,30,50664,98,0
3.100000e+02,30,50781,99,1
3.110000e+02,30,50897,99,1
3.120000e+02,30,50500,98,0
3.130000e+02,31,50618,98,0
3.140000e+02,31,50735,99,1
3.150000e+02,31,50851,99,1
3.160000e+02,31,50454,98,0
3.170000e+02,32,50572,98,0
3.180000e+02,32,50689,99,1
3.190000e+02,32,50805,99,1
3.200000e+02,32,50409,98,1
3.210000e+02,33,50528,98,0
3.220000e+02,33,50646,98,0
3.230000e+02,33,50763,99,1
3.240000e+02,33,50367,98,1
3.250000e+02,34,50486,98,0
3.260000e+02,34,50604,98,0
3.270000e+02,34,50721,99,1
3.280000e+02,34,50325,98,1
3.290000e+02,35,50444,98,0
3.300000e+02,35,50562,98,0
3.310000e+02,35,50679,98,1
3.320000e+02,35,50284,98,0
3.330000e+02,36,50404,98,0
3.340000e+02,36,50523,98,1
3.350000e+02,36,50641,98,1
3.360000e+02,36,50246,98,0
3.370000e+02,37,50366,98,0
3.380000e+02,37,50485,98,1
3.390000e+02,37,50603,98,1
3.400000e+02,37,50208,98,0
3.410000e+02,38,50328,98,0
3.420000e+02,38,50447,98,1
3.430000e+02,38,50565,98,1
3.440000e+02,38,50170,97,0
3.450000e+02,39,50291,98,1
3.460000e+02,39,50411,98,1
3.470000e+02,39,50530,98,0
3.480000e+02,39,50136,97,0
3.490000e+02,40,50257,98,1
3.500000e+02,40,50377,98,1
3.510000e+02,40,49984,97,0
3.520000e+02,41,50106,97,0
3.530000e+02,41,50227,98,1
3.540000e+02,41,50347,98,1
3.550000e+02,41,49954,97,0
3.560000e+02,42,50076,97,0
3.570000e+02,42,50197,98,1
3.580000e+02,42,50317,98,1
3.590000e+02,42,49924,97,0
3.600000e+02,43,50046,97,0
3.610000e+02,43,50168,97,0
3.620000e+02,43,49777,97,1
3.630000e+02,44,49901,97,1
3.640000e+02,44,50024,97,0
3.650000e+02,44,50146,97,0
3.660000e+02,44,49755,97,1
3.670000e+02,45,49879,97,1
3.680000e+02,45,50002,97,0
3.690000e+02,45,49612,96,0
3.700000e+02,46,49737,97,1
3.710000e+02,46,49861,97,1
3.720000e+02,46,49984,97,0
3.730000e+02,46,49594,96,0
3.740000e+02,47,49719,97,1
3.750000e+02,47,49843,97,1
3.760000e+02,47,49454,96,0
3.770000e+02,48,49580,96,0
3.780000e+02,48,49705,97,1
3.790000e+02,48,49317,96,1
3.800000e+02,49,49444,96,0
3.810000e+02,49,49570,96,0
3.820000e+02,49,49695,97,1
3.830000e+02,49,49307,96,1
3.840000e+02,50,49434,96,0
3.850000e+02,50,49560,96,0
3.860000e+02,50,49173,96,1
3.870000e+02,51,49301,96,1
3.880000e+02,51,49428,96,0
3.890000e+02,51,49042,95,0
3.900000e+02,52,49171,96,1
3.910000e+02,52,49299,96,1
3.920000e+02,52,48914,95,0
3.930000e+02,53,49044,95,0
3.940000e+02,53,49173,96,1
3.950000e+02,53,49301,96,1
3.960000e+02,53,48916,95,0
3.970000e+02,54,49046,95,0
3.980000e+02,54,49175,96,1
3.990000e+02,54,48791,95,1
4.000000e+02,55,48922,95,0
4.010000e+02,55,49052,95,0
4.020000e+02,55,48669,95,1
4.030000e+02,56,48801,95,1
4.040000e+02,56,48932,95,0
4.050000e+02,56,48550,94,0
4.060000e+02,57,48683,95,1
4.070000e+02,57,48815,95,1
4.080000e+02,57,48434,94,0
4.090000e+02,58,48568,94,0
4.100000e+02,58,48701,95,1
4.110000e+02,58,48321,94,1
4.120000e+02,59,48456,94,0
4.130000e+02,59,48590,94,0
4.140000e+02,59,48211,94,1
4.150000e+02,60,48347,94,1
4.160000e+02,60,48482,94,0
4.170000e+02,60,48104,93,0
4.180000e+02,61,48241,94,1
4.190000e+02,61,48377,94,1
4.200000e+02,61,48000,93,0
4.210000e+02,62,48137,94,1
4.220000e+02,62,48273,94,1
4.230000e+02,62,47896,93,0
4.240000e+02,63,48034,93,0
4.250000e+02,63,48171,94,1
4.260000e+02,63,47795,93,1
4.270000e+02,64,47934,93,0
4.280000e+02,64,47560,92,0
4.290000e+02,65,47701,93,1
4.300000e+02,65,47841,93,1
4.310000e+02,65,47468,92,0
4.320000e+02,66,47610,92,0
4.330000e+02,66,47751,93,1
4.340000e+02,66,47378,92,0
4.350000e+02,67,47520,92,0
4.360000e+02,67,47661,93,1
4.370000e+02,67,47289,92,1
4.380000e+02,68,47432,92,0
4.390000e+02,68,47574,92,0
4.400000e+02,68,47203,92,1
4.410000e+02,69,47347,92,1
4.420000e+02,69,46978,91,0
4.430000e+02,70,47123,92,1
4.440000e+02,70,47267,92,1
4.450000e+02,70,46898,91,0
4.460000e+02,71,47044,91,0
4.470000e+02,71,47189,92,1
4.480000e+02,71,46821,91,1
4.490000e+02,72,46968,91,0
4.500000e+02,72,47114,92,0
4.510000e+02,72,46746,91,0
4.520000e+02,73,46381,90,1
4.530000e+02,74,46531,90,1
4.540000e+02,74,46680,91,0
4.550000e+02,74,46828,91,0
4.560000e+02,74,46463,90,1
4.570000e+02,75,46101,90,1
4.580000e+02,76,46253,90,1
4.590000e+02,76,46404,90,0
4.600000e+02,76,46554,90,0
4.610000e+02,76,46191,90,1
4.620000e+02,77,46343,90,1
4.630000e+02,77,45981,89,1
4.640000e+02,78,46134,90,0
4.650000e+02,78,46286,90,0
4.660000e+02,78,45925,89,1
4.670000e+02,79,46079,89,1
4.680000e+02,79,46232,90,0
4.690000e+02,79,45871,89,1
4.700000e+02,80,45513,88,1
4.710000e+02,81,45670,89,0
4.720000e+02,81,45826,89,0
4.730000e+02,81,45980,89,0
4.740000e+02,81,45621,89,1
4.750000e+02,82,45265,88,1
4.760000e+02,83,45424,88,0
4.770000e+02,83,45582,89,0
4.780000e+02,83,45226,88,0
4.790000e+02,84,45385,88,1
4.800000e+02,84,45543,88,1
4.810000e+02,84,45188,88,0
4.820000e+02,85,44835,87,1
4.830000e+02,86,44997,87,1
4.840000e+02,86,45158,88,0
4.850000e+02,86,45318,88,0
4.860000e+02,86,44964,87,0
4.870000e+02,87,44613,87,1
4.880000e+02,88,44777,87,1
4.890000e+02,88,44940,87,0
4.900000e+02,88,44589,87,1
4.910000e+02,89,44753,87,1
4.920000e+02,89,44916,87,0
4.930000e+02,89,44566,87,0
4.940000e+02,90,44218,86,0
4.950000e+02,91,44385,86,1
4.960000e+02,91,44551,87,1
4.970000e+02,91,44203,86,1
4.980000e+02,92,44370,86,0
4.990000e+02,92,44536,86,0
5.000000e+02,92,44189,86,1
5.010000e+02,93,43844,85,0
5.020000e+02,94,44014,85,0
5.030000e+02,94,44183,86,1
5.040000e+02,94,43838,85,0
5.050000e+02,95,44008,85,0
5.060000e+02,95,44177,86,1
5.070000e+02,95,43832,85,0
5.080000e+02,96,43490,84,0
5.090000e+02,97,43663,85,1
5.100000e+02,97,43834,85,0
5.110000e+02,97,43492,84,0
5.120000e+02,98,43153,84,1
5.130000e+02,99,43328,84,0
5.140000e+02,99,43502,84,0
5.150000e+02,99,43163,84,1
5.160000e+02,100,43338,84,0
5.170000e+02,100,43512,84,0
5.180000e+02,100,43173,84,1
5.190000e+02,101,42836,83,0
5.200000e+02,102,43014,84,0
5.210000e+02,102,43190,84,0
5.220000e+02,102,42853,83,1
5.230000e+02,103,42519,83,1
5.240000e+02,104,42699,83,1
5.250000e+02,104,42878,83,0
5.260000e+02,104,42544,83,0
5.270000e+02,105,42724,83,0
5.280000e+02,105,42391,82,1
5.290000e+02,106,42572,83,0
5.300000e+02,106,42752,83,0
5.310000e+02,106,42418,82,0
5.320000e+02,107,42087,82,1
5.330000e+02,108,42271,82,1
5.340000e+02,108,42453,82,1
5.350000e+02,108,42122,82,0
5.360000e+02,109,41793,81,1
5.370000e+02,110,41979,81,1
5.380000e+02,110,42164,82,0
5.390000e+02,110,41835,81,1
5.400000e+02,111,41509,81,1
5.410000e+02,112,41697,81,1
5.420000e+02,112,41884,81,0
5.430000e+02,112,41557,81,1
5.440000e+02,113,41233,80,1
5.450000e+02,114,41423,80,1
5.460000e+02,114,41612,81,0
5.470000e+02,114,41287,80,1
5.480000e+02,115,40965,80,1
5.490000e+02,116,41157,80,1
5.500000e+02,116,41348,80,0
5.510000e+02,116,41025,80,1
5.520000e+02,117,41217,80,1
5.530000e+02,117,40895,79,1
5.540000e+02,118,41088,80,0
5.550000e+02,118,40767,79,1
5.560000e+02,119,40961,80,1
5.570000e+02,119,40641,79,1
5.580000e+02,120,40836,79,0
5.590000e+02,120,40517,79,1
5.600000e+02,121,40713,79,1
5.610000e+02,121,40395,78,1
5.620000e+02,122,40592,79,0
5.630000e+02,122,40275,78,1
5.640000e+02,123,40473,79,1
5.650000e+02,123,40157,78,1
5.660000e+02,124,40356,78,0
5.670000e+02,124,40041,78,1
5.680000e+02,125,40241,78,1
5.690000e+02,125,39927,77,1
5.700000e+02,126,40128,78,0
5.710000e+02,126,39815,77,1
5.720000e+02,127,39504,77,0
5.730000e+02,128,39708,77,0
5.740000e+02,128,39910,77,0
5.750000e+02,128,39599,77,1
5.760000e+02,129,39290,76,0
5.770000e+02,130,39496,77,0
5.780000e+02,130,39700,77,0
5.790000e+02,130,39390,76,0
5.800000e+02,131,39083,76,1
5.810000e+02,132,39290,76,0
5.820000e+02,132,39496,77,0
5.830000e+02,132,39188,76,0
5.840000e+02,133,38882,75,0
5.850000e+02,134,39091,76,1
5.860000e+02,134,38786,75,0
5.870000e+02,135,38995,76,1
5.880000e+02,135,38691,75,1
5.890000e+02,136,38389,74,1
5.900000e+02,137,38602,75,0
5.910000e+02,137,38813,75,1
5.920000e+02,137,38510,75,0
5.930000e+02,138,38210,74,0
5.940000e+02,139,38424,75,0
5.950000e+02,139,38636,75,0
5.960000e+02,139,38335,74,1
5.970000e+02,140,38036,74,0
5.980000e+02,141,38251,74,1
5.990000e+02,141,37953,74,1
6.000000e+02,142,37657,73,1
6.010000e+02,143,37875,73,1
6.020000e+02,143,38092,74,0
6.030000e+02,143,37795,73,1
6.040000e+02,144,37500,73,0
6.050000e+02,145,37720,73,0
6.060000e+02,145,37426,73,0
6.070000e+02,146,37646,73,0
6.080000e+02,146,37352,72,0
6.090000e+02,147,37061,72,1
6.100000e+02,148,37284,72,0
6.110000e+02,148,37505,73,1
6.120000e+02,148,37212,72,0
6.130000e+02,149,36922,72,0
6.140000e+02,150,37146,72,0
6.150000e+02,150,36856,71,0
6.160000e+02,151,36569,71,1
6.170000e+02,152,36796,71,0
6.180000e+02,152,37021,72,1
6.190000e+02,152,36732,71,0
6.200000e+02,153,36446,71,0
6.210000e+02,154,36674,71,0
6.220000e+02,154,36388,71,0
6.230000e+02,155,36104,70,0
6.240000e+02,156,36334,70,0
6.250000e+02,156,36563,71,1
6.260000e+02,156,36278,70,0
6.270000e+02,157,35995,70,1
6.280000e+02,158,35714,69,0
6.290000e+02,159,35947,70,1
6.300000e+02,159,36179,70,1
6.310000e+02,159,35897,70,1
6.320000e+02,160,35617,69,1
6.330000e+02,161,35339,69,1
6.340000e+02,162,35575,69,1
6.350000e+02,162,35810,69,0
6.360000e+02,162,35531,69,1
6.370000e+02,163,35254,68,0
6.380000e+02,164,34979,68,1
6.390000e+02,165,35218,68,0
6.400000e+02,165,35455,69,1
6.410000e+02,165,35179,68,1
6.420000e+02,166,34905,68,1
6.430000e+02,167,34633,67,1
6.440000e+02,168,34875,68,1
6.450000e+02,168,35115,68,1
6.460000e+02,168,34841,68,1
6.470000e+02,169,34569,67,1
6.480000e+02,170,34299,66,1
6.490000e+02,171,34544,67,0
6.500000e+02,171,34787,67,1
6.510000e+02,171,34516,67,0
6.520000e+02,172,34247,66,1
6.530000e+02,173,33980,66,0
6.540000e+02,174,34227,66,1
6.550000e+02,174,33960,66,0
6.560000e+02,175,33695,65,1
6.570000e+02,176,33944,66,0
6.580000e+02,176,34191,66,1
6.590000e+02,176,33924,66,0
6.600000e+02,177,33659,65,1
6.610000e+02,178,33397,65,1
6.620000e+02,179,33649,65,1
6.630000e+02,179,33387,65,1
6.640000e+02,180,33127,64,1
6.650000e+02,181,33381,65,1
6.660000e+02,181,33633,65,1
6.670000e+02,181,33371,65,1
6.680000e+02,182,33111,64,1
6.690000e+02,183,32853,64,1
6.700000e+02,184,33109,64,1
6.710000e+02,184,32851,64,1
6.720000e+02,185,32595,63,1
6.730000e+02,186,32853,64,1
6.740000e+02,186,33109,64,1
6.750000e+02,186,32851,64,1
6.760000e+02,187,32595,63,1
6.770000e+02,188,32341,63,1
6.780000e+02,189,32601,63,1
6.790000e+02,189,32347,63,1
6.800000e+02,190,32095,62,1
6.810000e+02,191,32357,63,1
6.820000e+02,191,32105,62,1
6.830000e+02,192,31855,62,1
6.840000e+02,193,32119,62,1
6.850000e+02,193,31869,62,1
6.860000e+02,194,31621,61,1
6.870000e+02,195,31886,62,0
6.880000e+02,195,31637,61,1
6.890000e+02,196,31390,61,0
6.900000e+02,197,31657,61,1
6.910000e+02,197,31922,62,0
6.920000e+02,197,31673,61,1
6.930000e+02,198,31426,61,0
6.940000e+02,199,31181,60,1
6.950000e+02,200,30938,60,0
6.960000e+02,201,31209,60,1
6.970000e+02,201,31478,61,0
6.980000e+02,201,31233,61,1
6.990000e+02,202,30989,60,1
7.000000e+02,203,30747,60,1
7.010000e+02,204,30507,59,1
7.020000e+02,205,30781,60,1
7.030000e+02,205,30541,59,1
7.040000e+02,206,30303,59,1
7.050000e+02,207,30579,59,1
7.060000e+02,207,30341,59,1
7.070000e+02,208,30104,58,0
7.080000e+02,209,30381,59,1
7.090000e+02,209,30144,58,0
7.100000e+02,210,29909,58,1
7.110000e+02,211,30188,58,0
7.120000e+02,211,29953,58,1
7.130000e+02,212,29719,58,1
7.140000e+02,213,29999,58,1
7.150000e+02,213,29765,58,1
7.160000e+02,214,29533,57,1
7.170000e+02,215,29815,58,1
7.180000e+02,215,29583,57,1
7.190000e+02,216,29352,57,0
7.200000e+02,217,29635,57,1
7.210000e+02,217,29404,57,0
7.220000e+02,218,29175,56,1
7.230000e+02,219,29460,57,0
7.240000e+02,219,29230,57,0
7.250000e+02,220,29002,56,0
7.260000e+02,221,28776,56,0
7.270000e+02,222,29064,56,0
7.280000e+02,222,28837,56,1
7.290000e+02,223,28612,55,0
7.300000e+02,224,28901,56,1
7.310000e+02,224,28676,56,0
7.320000e+02,225,28452,55,0
7.330000e+02,226,28742,56,0
7.340000e+02,226,28518,55,0
7.350000e+02,227,28296,55,0
7.360000e+02,228,28587,55,1
7.370000e+02,228,28364,55,0
7.380000e+02,229,28143,54,1
7.390000e+02,230,27924,54,0
7.400000e+02,231,28218,55,0
7.410000e+02,231,27998,54,0
7.420000e+02,232,27780,54,0
7.430000e+02,233,28075,54,1
7.440000e+02,233,27856,54,0
7.450000e+02,234,27639,53,1
7.460000e+02,235,27424,53,0
7.470000e+02,236,27722,54,0
7.480000e+02,236,27506,53,0
7.490000e+02,237,27292,53,0
7.500000e+02,238,27591,53,1
7.510000e+02,238,27376,53,0
7.520000e+02,239,27163,53,1
7.530000e+02,240,26951,52,1
7.540000e+02,241,27253,53,1
7.550000e+02,241,27041,52,1
7.560000e+02,242,26830,52,0
7.570000e+02,243,27133,52,1
7.580000e+02,243,26922,52,0
7.590000e+02,244,26712,52,0
7.600000e+02,245,26504,51,0
7.610000e+02,246,26809,52,1
7.620000e+02,246,26600,51,0
7.630000e+02,247,26393,51,1
7.640000e+02,248,26187,51,1
7.650000e+02,249,26495,51,1
7.660000e+02,249,26289,51,1
7.670000e+02,250,26084,50,0
7.680000e+02,251,26393,51,1
7.690000e+02,251,26187,51,1
7.700000e+02,252,25983,50,1
7.710000e+02,253,25781,50,1
7.720000e+02,254,26092,50,0
7.730000e+02,254,25889,50,1
7.740000e+02,255,25687,50,1
7.750000e+02,256,25487,49,1
7.760000e+02,257,25800,50,0
7.770000e+02,257,25599,49,1
7.780000e+02,258,25400,49,0
7.790000e+02,259,25202,49,0
7.800000e+02,260,25518,49,0
7.810000e+02,260,25319,49,1
7.820000e+02,261,25122,49,0
7.830000e+02,262,24926,48,0
7.840000e+02,263,25244,49,0
7.850000e+02,263,25047,48,1
7.860000e+02,264,24852,48,0
7.870000e+02,265,24658,48,0
7.880000e+02,266,24978,48,0
7.890000e+02,266,24783,48,1
7.900000e+02,267,24590,48,0
7.910000e+02,268,24398,47,0
7.920000e+02,269,24720,48,0
7.930000e+02,269,24527,47,1
7.940000e+02,270,24336,47,0
7.950000e+02,271,24146,47,0
7.960000e+02,272,24470,47,0
7.970000e+02,272,24279,47,1
7.980000e+02,273,24090,47,0
7.990000e+02,274,23902,46,0
8.000000e+02,275,24228,47,0
8.010000e+02,275,24039,46,1
8.020000e+02,276,23852,46,0
8.030000e+02,277,23666,46,0
8.040000e+02,278,23994,46,0
8.050000e+02,278,23807,46,1
8.060000e+02,279,23622,46,0
8.070000e+02,280,23438,45,0
8.080000e+02,281,23255,45,1
8.090000e+02,282,23586,46,0
8.100000e+02,282,23402,45,0
8.110000e+02,283,23220,45,0
8.120000e+02,284,23039,44,1
8.130000e+02,285,23372,45,0
8.140000e+02,285,23190,45,0
8.150000e+02,286,23009,44,1
8.160000e+02,287,22830,44,0
8.170000e+02,288,22652,44,0
8.180000e+02,289,22988,44,0
8.190000e+02,289,22809,44,1
8.200000e+02,290,22631,44,1
8.210000e+02,291,22455,43,1
