0.0395196,0.0273053
-0.0743152,-0.0468783
-0.0516875,0.0169238
0.129309,-0.0571434
-0.0706216,-0.029949
0.101004,-0.0503926
0.00144398,0.127021
-0.0585933,-0.0725728
-0.10397,0.126396
0.0834962,0.0541463
0.0609946,-0.0382441
0.0854077,0.0229178
0.0487733,-0.0313187
-0.116459,-0.082221
0.0226561,0.0230631
-0.0373132,-0.0369976
-0.0355804,-0.0424249
0.0917989,0.0530894
0.0654445,-0.109385
-0.0392282,0.157013
0.0282724,0.0552974
0.0717227,-0.0242535
0.111755,0.224025
0.0772683,-0.0477734
-0.0947194,0.0830522
0.0195823,0.00128625
0.125789,-0.0535403
-0.121983,-0.0436589
0.0146217,0.0256897
0.00484535,-0.114735
0.0191389,-0.044607
-0.188691,0.0607382
-0.0377228,0.0663627
0.138996,-0.106639
0.112885,0.015258
-0.00852344,-0.0741053
0.0745665,-0.0387425
0.0210102,0.0701056
-0.0818403,-0.0861154
0.040693,-0.108143
-0.0969555,0.0546113
0.0095413,-0.0219722
0.133257,-0.0517245
-0.133885,0.0720649
0.0285787,-0.0555137
-0.0131489,0.00620034
0.0770035,0.0993526
0.102133,-0.0971723
0.0253934,0.00190326
-0.0215468,-0.0481462
0.00450407,0.00372956
-0.00135818,0.156191
-0.0159905,-0.0252404
0.043219,0.0354594
0.0112383,0.107062
0.0823509,0.104578
0.0180899,0.0269199
0.0245866,-0.0702541
-0.120339,-0.173699
-0.0286137,-0.077018
0.000263941,-0.0170875
-0.030114,-0.112526
0.00457433,-0.203426
0.124022,-0.0089313
-0.0330273,-0.0526747
0.113921,-0.0206627
0.0452088,0.14245
0.0368772,-0.0359297
0.183099,0.00516955
0.0806824,0.0942339
-0.0143,0.00700493
-0.000935498,-0.134698
-0.0580072,-0.0692916
0.00613716,-0.11135
-0.0979915,-0.0911113
0.0222345,-0.0893775
-0.00942593,-0.110318
-0.0663937,-0.00839338
-0.124539,-0.115013
-0.00431571,0.0465119
0.0205023,0.0161968
-0.128846,-0.178024
0.0718375,-0.0583086
0.0914449,-0.0520164
-0.0736704,-0.067719
0.0191643,-0.04758
0.0450959,0.00246474
-0.031882,0.00424461
0.171667,0.0462927
0.0348062,0.0263998
0.0233181,-0.0388418
-0.116079,-0.0473698
-0.110175,-0.00912782
0.0250738,-0.031732
-0.0230707,-0.0504821
-0.0428826,-0.0581143
0.187201,0.0672273
0.0889134,-0.120496
0.0124263,-0.107423
0.0690851,0.133413
-0.0689884,0.0505362
0.0729449,0.0455441
0.00802234,-0.152732
-0.0478652,-0.134332
0.0821976,0.0865029
0.0137614,0.154428
0.00053712,0.0599277
0.141135,-0.052531
-0.0773586,-0.0924804
-0.0729392,-0.0441324
-0.0154948,-0.127621
0.055967,0.270534
-0.139381,0.20635
0.0431592,-0.00427828
0.0504061,-0.0648594
0.000121286,-0.0687933
0.0682358,-0.00336188
0.0767953,-0.0694858
-0.0194489,-0.0520867
-0.0206656,0.0326612
0.0334156,0.0730086
0.0854932,0.0712632
0.0105606,-0.107952
-0.0721251,0.0482658
0.0324033,0.0443502
0.0474376,0.00417516
0.0683325,-0.0078594
0.00886385,-0.183785
0.1173,0.102202
0.134456,-0.0174765
-0.156296,0.0067188
-0.0257613,-0.0577199
0.0204238,-0.0359575
-0.112135,0.0484675
0.0557948,-0.0575287
0.111076,-0.0864842
0.115912,-0.0591095
0.0206454,-0.0522454
0.130703,0.0749839
0.0590298,0.0348059
0.190643,-0.0257389
0.0475147,0.0372687
-0.133902,0.0625757
-0.0784303,-0.0755357
-0.0210789,0.184114
-0.0384212,0.125977
-0.0520133,-0.0942514
0.0791636,-0.0562385
-0.124702,0.0123713
0.00439172,0.167113
-0.0571544,0.0497133
0.0884063,-0.124293
-0.0241796,-0.0863245
0.0351991,-0.0700809
-0.130723,-0.0614089
-0.0958203,0.0134398
-0.0879947,0.0915279
-0.0602978,0.110404
-0.0989418,0.0619635
-0.0977382,0.100913
0.0113208,-0.0236589
0.0762111,-0.0666583
-0.176866,0.110203
0.0353084,-0.0780201
0.134801,-0.0220322
-0.0908083,-0.01204
-0.00700696,-0.0898832
0.0873601,-0.0368227
0.0173688,-0.0430717
-0.153346,0.0481423
-0.0326818,0.061194
0.0281503,-0.147621
-0.0106034,-0.120735
-0.0925344,0.111714
0.0280935,0.151788
0.0476765,0.00956831
-0.0373572,0.139438
-0.138415,0.0262246
-0.0117193,0.038543
0.00189429,-0.0281145
-0.0623313,0.109371
0.0842115,0.11048
0.0289468,-0.0605526
0.0392337,-0.130104
-0.0749432,-0.0780065
0.0915702,-0.0501916
0.0862324,-0.134671
-0.00247665,0.026276
0.0529848,0.0568574
0.116884,0.0994549
0.000578932,0.0999347
-0.0619869,-0.00333694
0.0444581,0.0467479
-0.0984077,0.24038
0.105145,0.146787
0.0516382,-0.0545467
-0.0229055,-0.148133
0.0101357,-0.0819785
-0.0612957,-0.0372581
0.0945765,-0.0686121
-0.181549,-0.038819
-0.0882642,-0.0599663
0.0426904,-0.024118
0.110029,-0.015796
0.0728329,-0.0153322
-0.104431,-0.00330155
-0.0334533,-0.0111213
-0.0404147,-0.041334
0.0739245,-0.00945736
0.187272,-0.106186
0.0199875,-0.0801832
-0.105258,0.077845
-0.00877617,0.200481
-0.0139527,-0.0307183
-0.142237,0.084498
0.00672104,-0.0766388
-0.0411665,-0.0280112
0.0370816,-0.0551466
0.0252614,0.12049
-0.0903886,0.0404484
0.0496741,0.158654
-0.0668032,-0.101668
-0.184238,0.0171358
-0.0401163,0.0337191
-0.0608464,-0.00922499
0.168204,0.0462596
-0.135779,0.0348435
0.019797,-0.0247873
0.0361983,-0.0423865
-0.0228201,0.168755
0.139357,-0.0495248
0.0306405,-0.0309063
0.114095,-0.0489778
0.164601,-0.00115029
-0.0335092,-0.0392374
0.0125424,0.0274067
0.0357813,-0.0876052
-0.0418829,-0.00521045
-0.0598792,0.130083
0.102565,-0.127421
-0.074445,-0.103439
0.0108248,-0.0291968
0.0370218,0.0184606
0.00621096,0.0955227
-0.130016,-0.0261637
0.0338302,-0.0442406
-0.0596901,-0.141766
0.0224741,-0.0460709
-0.000680409,-0.0166413
0.00760044,-0.0834642
-0.0489913,0.0978636
-0.0645924,0.0667696
-0.0360643,-0.165924
0.092011,-0.00391165
-0.0364581,0.0505517
-0.0850058,0.0124672
0.110544,-0.0144109
0.163835,0.0299443
-0.0528567,0.0188234
-0.0172605,0.0127355
0.164788,0.00526555
0.100134,0.0323171
0.0673703,-0.00751333
0.0545139,-0.0435293
-0.00865608,-0.0731339
0.0478143,-0.109251
0.0177399,0.0654004
-0.157108,-0.0497724
-0.0429347,-0.0683128
0.0270788,-0.0401056
-0.0886456,0.085692
-0.195522,0.066632
-0.107324,-0.194433
0.119495,-0.090414
-0.166001,0.0428471
0.0159925,0.0200112
0.0629353,0.0627061
0.021137,-0.0116945
0.121008,0.115246
-0.0884332,-0.0226966
-0.0188411,0.0137996
0.0988664,-0.0737564
-0.0363177,-0.0558163
-0.0825526,-0.0254534
-0.0563247,0.0565471
0.143486,0.000510873
0.10432,0.0298949
-0.073677,0.038539
-0.0059302,-0.0775597
0.0907478,0.161121
0.0493545,-0.0611465
-0.00781494,0.0852591
0.0390407,0.0279357
0.0174647,-0.113863
-0.10829,-0.0366794
0.0699715,0.0109495
0.00439503,-0.0684679
-0.018225,0.00138158
-0.0285211,0.0545804
0.0418919,0.0122883
0.0101415,0.0627722
-0.112736,-0.0919779
-0.00687786,-0.0853363
-0.116618,0.0552413
0.0140784,-0.0396619
0.0564346,0.0297157
0.0484316,-0.0544975
-0.0367161,0.112084
-0.0933402,0.00886257
0.0433312,-0.0022225
0.0780888,0.0840413
0.0220916,0.0100349
0.145154,0.00569608
0.0347459,-0.115421
-0.0373901,0.00354202
0.0431512,-0.0452514
0.0691358,0.125514
-0.0266282,0.0447496
-0.0254064,-0.0114981
-0.134726,-0.0915023
0.0414751,-0.10973
-0.10882,0.0395766
0.185221,0.0264874
-0.104787,0.0419559
-0.148286,-0.0161393
-0.102788,-0.0552017
0.0469816,-0.103278
0.0443126,0.0500767
-0.0417528,0.0713321
0.0714165,0.0967153
0.192714,-0.0137169
0.0365336,-0.130374
0.136107,0.0174116
0.0585159,-0.0787474
-0.0176159,0.0410565
0.0306532,0.0108281
0.0257142,-0.0957941
-0.053422,-0.167031
0.0711871,-0.00527073
0.103937,0.025848
-0.0636438,-0.0158402
0.0469598,0.120942
0.0661091,-0.0887951
